ep_num,episode_japan_title,episode_english_title,air_date,arc,rating,votes,type,ep_duration,directors,writers,synopsis
206,Saraba Kaigun Yousai! Dasshutsu e no Saigo no Koubou,"Farewell, Marine Fortress! The Last Battle for Escape!","Oct 10, 2004",G-8 Arc,7.5,622,Filler,NA,"Eiichirô Oda, Junki Takegami
Sean Whitley(english version)",NA,The teeth of Navarone close upon the Going Merry and the Straw Hat Crew thinks a plan to escape. Inspector Shepherd tries to attack the pirates on his own but he only causes more trouble.
207,Long Ring Long Land no Dai Bouken!,Great Adventure in Long Ring Long Land!,"Oct 31, 2004",Long Ring Long Land Arc,7.2,701,Manga Canon,NA,Eiichirô Oda,NA,The crew is sailing the skies of Grand Line when the fire Dial runs out of gas. They arrive to a strange island where everything is longer than usual. Luffy meets an old man who lived 10 yea... Read all
208,Foxy Kaizoku Dan to Davy Back!,A Davy Back With the Foxy Pirates!,"Nov 7, 2004",Long Ring Long Land Arc,7,682,Manga Canon,NA,Eiichirô Oda,NA,Tonjit and Shelly meet again and go riding along the fields when pirate Foxy appears and shoots a net to them. He defies Luffy to accept the Davy Back competition and the game begins.
209,Dai Ikkaisen! Gururi Isshuu Doughnut Race,Round 1! One Lap of the Donut Race!,"Nov 14, 2004",Long Ring Long Land Arc,7.2,680,Manga Canon,NA,Eiichirô Oda,NA,The Donut Race begins where the pirates must form teams and navigate along the Long Ring Long Land shore. Evil captain Foxy prepares a trap for the Straw Hat Crew when they get to a whirlpoo... Read all
210,Gingitsune no Foxy! Mouretsu Bougai Kousei,Silver Fox Foxy! The Merciless Interference!,"Nov 21, 2004",Long Ring Long Land Arc,7.1,688,Manga Canon,NA,Eiichirô Oda,NA,"Foxy's pirates win the Donut Race and take Chopper, who now can not participate in the second round. Sanji and Zoro must fight together against the powerful monkey brothers and a giant Fishm... Read all"
211,Dai 2 Kaisen! Buchi Kome Groggy Ring,Round 2! Shoot It Into the Groggy Ring!,"Nov 28, 2004",Long Ring Long Land Arc,7.3,684,Manga Canon,NA,"Eiichirô Oda, Junki Takegami",NA,The Groggy Ring game starts and Sanji and Zoro can't get on so well. Groggy Monster's Team takes advantage of the situation and beat the Straw Hat Pirates.
212,Red Card Renpatsu! Groggy Ring,A Barrage of Red Cards in Groggy Ring!,"Dec 5, 2004",Long Ring Long Land Arc,7.5,680,Manga Canon,NA,"Eiichirô Oda, Junki Takegami",NA,"The invincible Groggy Monsters are defeated by Sanji and Zoro and time has come for Luffy to choose a new nakama. Against his friend's advices, he chooses Tonjit's horse Shelly."
213,Dai Sankaisen! Guru Guru Roller Race!,Round 3! The Round-and-Round Roller Race!,"Dec 12, 2004",Long Ring Long Land Arc,7.1,639,Anime Canon,NA,Eiichirô Oda,NA,"The third game, Roller Race, begins and Luffy must learn how to roller skate before the Foxy team wins three rounds. Nami does her best but they are hypnotized by Porche."
214,Hakunetsu Bakusou Race! Saishuu Round Totsunyuu!,A Seriously Heated Race! Into the Final Round!,"Dec 19, 2004",Long Ring Long Land Arc,7.3,632,Anime Canon,NA,Eiichirô Oda,NA,The Straw Hat team has balanced the competition but the final round is still to be won. Nami and Usopp develop a plan to stop Foxy but they are caught by his beam. Robin must help Luffy to w... Read all
215,Unaru Netsukyuu Goukyuu! Kaizoku Dodgeball!,Screaming-Hot Bombardment! Pirate Dodgeball!,"Jan 9, 2005",Long Ring Long Land Arc,6.8,667,Anime Canon,NA,Eiichirô Oda,NA,The Davy Back Fight has just finish and Foxy is already asking for a rematch. Hit and Dead Ball game begins and the Straw Hat Crew must avoid all the tricky rules.
216,Dangai no Kessen! Daruma-san ga Koronda!,"Showdown on the Cliff! Red Light, Green Light!","Jan 9, 2005",Long Ring Long Land Arc,6.7,659,Anime Canon,NA,Eiichirô Oda,NA,"The rematch begins and the Straw Hat Team is in trouble when the Hit and Dead Ball game is lost. Hopes are hanging upon the second game, DTD, where teams must rush to touch old Oni. The outc... Read all"
217,Captain Taiketsu! Saishuusen Combat!,The Captains Square Off! The Final Combat Round!,"Jan 16, 2005",Long Ring Long Land Arc,6.9,691,Manga Canon,NA,Eiichirô Oda,NA,"After losing two nakamas, Nami doubles the bet and the last round of the Davy Back fight starts. Luffy and Foxy battle in the Sexy Foxy ship, where the evil Foxy's beams are putting Luffy in... Read all"
218,Zenkai Noro Noro Kougeki VS Fujimi no Luffy,Full-Blast Slow-Slow Onslaught vs. Invulnerable Luffy!,"Jan 23, 2005",Long Ring Long Land Arc,7,681,Manga Canon,NA,Eiichirô Oda,NA,"Foxy carries Luffy into his ship where he has the advantage. Several rooms with dangerous weapons are waiting for him, and the Noro Noro beam keeps our hero frozen."
219,Souzetsu Nettou Combat! Unmei no Saishuu Kecchaku,"Epic, Heated Combat! The Fateful Final Conclusion!","Jan 30, 2005",Long Ring Long Land Arc,7.3,666,Manga Canon,NA,Eiichirô Oda,NA,Luffy defeats Foxy using a piece of mirror that got stuck in his afro and wins the Davy Back Fight. 500 nakamas come into his crew among which he gets Robin and Chopper back. Old Oni meets h... Read all
220,Ushinatta? Ubawareta? Omae wa Dare Da?,Was It Lost? Stolen? Who Are You?,"Feb 6, 2005",Ocean's Dream Arc,7.1,658,Filler,NA,"Eiichirô Oda, Junki Takegami",NA,"After leaving Long Ring Long Land the crew drops the anchor in an unknown island to spend the night. They are visited by a mysterious Fishwoman who plays a song, and everybody wakes up witho... Read all"
221,Fue o Idaita Nazo no Shounen to Robin no Suiri!,A Mysterious Boy With a Horn and Robin's Deduction!,"Feb 13, 2005",Ocean's Dream Arc,7,654,Filler,NA,Eiichirô Oda,NA,Robin is the only one who has her memories untouched and she must keep the crew together. Nami and Zoro leave on their own but the archaeologist manages to convince the rest. The mysterious ... Read all
222,Iza Kioku o Dakkan Seyo! Kaizoku Dan Shima ni Jouriku,"Now, Let's Get Back Our Memories! The Pirate Crew Lands on the Island!","Feb 20, 2005",Ocean's Dream Arc,6.7,572,Filler,NA,Eiichirô Oda,NA,Luffy and his crew confronts the Mysterious Boy but he escapes after giving Luffy's memories back. The crew goes after his lost friends but the Boy has some plans for Zoro. Robin begins to u... Read all
223,Kiba o Muku Zoro! Tachihadakatta Yajuu!,Zoro Bares His Fangs! A Savage Animal Stands in the Way!,"Feb 27, 2005",Ocean's Dream Arc,7,561,Filler,NA,"Eiichirô Oda, Junki Takegami",NA,"Robin discovers the secret of the memories-eating monster and goes after him with Sanji, Chopper, Usopp, Luffy and Nami, whose gold Sanji is carrying. Zoro comes looking for Luffy and the ba... Read all"
224,Honjou o Awarashita Kioku Dorobou no Saigo Gyakushuu,The Last Counterattack by the Memory Thief Who Reveals His True Colors!,"Mar 6, 2005",Ocean's Dream Arc,6.7,563,Filler,NA,Eiichirô Oda,NA,The Seahorse and the boy confront the crew but Sanji kick's the boy's ass just when he is trying to attack Nami and Usopp. Memories come back and the battle begins. Luffy is the only one who... Read all
225,Hokori takaki otoko! Gin Gitsune no Foxy,Proud Man! Silver Fox Foxy!,"Mar 13, 2005",Foxy's Return Arc,6.5,587,Filler,NA,Eiichirô Oda,NA,"The Straw Hat Crew find Foxy in the sea and help him get to his ship. Luffy fights against the pirates that are trying to steal the Sexy Foxy and defeats them, just to discover that Foxy has... Read all"
226,Mottomo Muteki ni Tsuyoi Yatsu? Tomottomo Kiken na Otoko!,The Guy Who’s the Closest To Invincible? And the Most Dangerous Man!,"Mar 20, 2005",Foxy's Return Arc,6.5,594,Mixed Canon/Filler,NA,Eiichirô Oda,NA,"After being defeated again, Foxy keeps trying to disturb and the crew surprises him using a crab robot. Luffy and friends land in a new island where they find a powerful marine leader, Aokij... Read all"
227,Kaigun Honbu Taishou Aokiji! Saikou Senryoku no Kyoui,Navy Headquarters Admiral Aokiji! The Ferocity of an Ultimate Powerhouse!,"Mar 27, 2005",Water 7 Arc,8.9,2200,Manga Canon,NA,Eiichirô Oda,NA,"Aokiji says to be in the island just to locate the whereabouts of Robin, and both he and the crew help the shipwreck survivors to leave the island. But then the Admiral decides to fight and ... Read all"
228,Gomu to Koori no Ikkiuchi! Luffy vs Aokiji,Duel Between Rubber and Ice! Luffy vs. Aokiji!,"Mar 27, 2005",Water 7 Arc,8.1,884,Manga Canon,NA,Eiichirô Oda,NA,Luffy tells the crew to protect Robin and leave him alone with Aokiji. Ice and Rubber face each other but the Straw Hat captain is defeated. Sanji and Zoro save him and the Going Merry conti... Read all
229,Shissou Umi Ressha to Mizu no Toshi Water Seven,The Dashing Sea Train and the City of Water: Water Seven!,"Apr 17, 2005",Water 7 Arc,7.6,745,Manga Canon,NA,Eiichirô Oda,NA,The Straw Hat Crew arrives to a Blue Station where they meet the great Sea Train. Old guard Kokoro tells them about Water 7 and they sail to the island looking for a carpenter to repair the ... Read all
230,Suijou Toshi no Bouken! Mokushise Kyodai Zousen Koujou,Adventure in the City on the Water! Head to the Mammoth Shipbuilding Plant!,"Apr 24, 2005",Water 7 Arc,7.6,715,Manga Canon,NA,Eiichirô Oda,NA,"Luffy, Nami and Usopp go with the gold looking for exchange and the shipyards where they can repair their ship. Chopper finally finds a library but Robin disappears. Zoro receives some visit... Read all"
231,Franky ikka to Iceberg san!,The Franky Family and Iceburg!,"May 1, 2005",Water 7 Arc,7.6,712,Manga Canon,NA,Eiichirô Oda,NA,"Zoro gets rid of the Franky Family, while Sanji gets lost in the city and watches Robin disappear with a masked man. Luffy, Nami and Usopp meet carpenter Kaku and Mayor Iceberg. The Franky F... Read all"
232,Garera Company! Soukan Ichiban Dock,Galley-La Company! A Grand Sight: Dock #1!,"May 15, 2005",Water 7 Arc,7.6,709,Manga Canon,NA,Eiichirô Oda,NA,"The Franky Family is still after the money while Zoro talks with Kaku about the Going Merry. When Kaku returns to the shipyard with the terrible news, Luffy and Nami realizes that Usopp is g... Read all"
233,Kaizoku Yuukai Jiken to Shi o Matsu Dake no Kaizokusen,Pirate Abduction Incident! A Pirate Ship That Can Only Await Her End!,"May 22, 2005",Water 7 Arc,7.8,730,Manga Canon,NA,Eiichirô Oda,NA,Usopp is kidnapped by the Franky Family. Nami and Luffy realize and Luffy goes after him. The rest of the crew is receiving the new about Merry. Usopp confront the burglars at the Franky Hou... Read all
234,Nakama Kyuushutsu! Harikomi Franky House,Rescuing Our Friend! Raid on the Franky House!,"Jun 5, 2005",Water 7 Arc,9.1,2300,Manga Canon,NA,Eiichirô Oda,NA,"The Straw Hat Crew arrives to the Franky House looking for their friend and they easily beat the Franky Famlily, but their boss has already escaped with the money. Chopper heal Usopp while L... Read all"
235,Gekka no Oogenka! Kanashimi ni Hirugaeru Kaizokuki!,Big Fight Under the Moon! The Pirate Flag Flutters With Sorrow!,"Jun 12, 2005",Water 7 Arc,9.3,3000,Manga Canon,24m,Eiichirô Oda,NA,Usopp is healed by Chopper and he asks for the Going Merry's future. A worrying quarrel begins when Luffy tells him his decision. He and Usopp argue until the Lier leaves the ship and asks L... Read all
236,Luffy VS Usopp! Butsukaru Otoko no Iji,Luffy vs. Usopp! Collision of Two Men's Pride!,"Jun 19, 2005",Water 7 Arc,9.5,4600,Manga Canon,24m,Eiichirô Oda,NA,"The most terrible fight begins and Usopp has prepared some tricks to fool Luffy, but the strength of the captain is clear. Memories go back and forth while even Merry is crying."
237,Genkishin Mizu no Toshi! Nerawareta Iceberg,Severe Shock Hits the City of Water! Iceburg Targeted!,"Jul 3, 2005",Water 7 Arc,7.7,707,Manga Canon,NA,Eiichirô Oda,NA,"The crew has moved to a hotel when Nami arrives with the news about Iceburg. She and Luffy go to find out more while Sanji and Chopper keep tracing Robin. In dock 1, Franki appears looking f... Read all"
238,Gomu Gomu Ningen VS Ka o Fuku Cyborg,Gum-Gum Human vs. Fire-Breathing Cyborg!,"Jul 10, 2005",Water 7 Arc,7.9,744,Manga Canon,NA,Eiichirô Oda,NA,Franky wants to fight Luffy but in the meantime Iceburg awakes and tell the carpenters what he saw. The Galle-La five go after Luffy and they interrupt the fight. Aqua Laguna is coming.
239,Hannin wa Mugiwara Kaizukudan? Mizu no Toshi Youjinbou,The Straw Hat Pirates Are the Culprits? The Protectors of the City of Water!,"Jul 31, 2005",Water 7 Arc,7.8,703,Manga Canon,NA,Eiichirô Oda,NA,"Franky interferes in the battle and Nami and Luffy escape. The city is looking for the Straw Hat Pirates when Luffy rushes into Iceburg's residence, trying to find the truth. Iceburg confirm... Read all"
240,Eien no Wakare? Yamo o Hiku Onna Nico Robin,Eternal Farewell? Nico Robin: The Woman Who Draws Darkness!,"Aug 7, 2005",Water 7 Arc,7.9,759,Manga Canon,NA,Eiichirô Oda,NA,"The crew is spread throughout the city, Sanji and Chopper go back to the ship to warn Usopp about the Aqua Laguna. Chopper smells Robin and she declares her farewell."
241,Robin o Tsukamaero! Mugiwara Ichimi no Ketsui,Capture Robin! The Determination of the Straw Hats!,"Aug 14, 2005",Water 7 Arc,7.6,699,Manga Canon,NA,Eiichirô Oda,NA,The crew decides to go after Robin and determine once and for all whether she is their nakama or not. People of Water 7 gather in Iceburg's residence to protect him during the arrival of Aqu... Read all
242,Aizu wa Hougeki to Tomoni! Ugokidashita CP9,Cannon Fire Is the Signal! CP9 Goes Into Action!,"Aug 21, 2005",Water 7 Arc,8.1,766,Manga Canon,NA,Eiichirô Oda,NA,"Night has fallen and the Galley-La soldiers are waiting. CP9 spies appear while the Straw Hat Crew is patiently waiting hidden in a tree. Iceburg tries to protect his treasure, but it's too ... Read all"
243,Kamen o Totta CP9! Sono Odoroki no Sugao,CP9 Takes Off Their Masks! Their Shocking True Faces!,"Sep 4, 2005",Water 7 Arc,9.1,2300,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,Luffy decides to start moving but he gets stuck between two buildings. The rest of the crew makes it to the back garden where they are forced to beat the shipwrights. CP9's identities are un... Read all
244,Himeta Kizuna! Iceberg to Franky,Secret Bond! Iceburg and Franky!,"Sep 11, 2005",Water 7 Arc,8.9,2100,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,"CP9 members untangle Iceburg's plan to maintain Pluton's whereabouts in secret and decide to go after Franky. Meanwhile, both Luffy and Pauly, and Nami, Zoro and Chopper arrive to Iceburg's ... Read all"
245,Kaete Koi Robin! CP9 to no Taiketsu!,"Come Back, Robin! Showdown With CP9!","Sep 18, 2005",Water 7 Arc,8.4,1100,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,The CP9 members show their true strength when the Straw Hat Pirates decide to attack. Neither Luffy nor Zoro manage to beat them. There are 2 minutes left for the huge fire and Robin escapes... Read all
246,Mugiwara Kaizoku Dan Zenmetsu? Model Leopard no Kyoui,The Straw Hat Pirates Annihilated? The Menace of the Leopard Model!,"Oct 23, 2005",Water 7 Arc,7.9,743,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,"The Galley-La company main building is set on fire and the CP9 members go after Franky, who is trying to make friends with Usopp. Aqua Laguna has arrived and both Luffy and Zoro have been th... Read all"
247,Fune kara mo Aisareta Otoko! Usopp no Namida!,The Man Who Is Loved Even by His Ship! Usopp's Tears!,"Oct 30, 2005",Water 7 Arc,8.1,763,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,Franky shows Usopp how inevitable the perish of the Going Merry is and the mysteries about the man who repaired the ship in Skypeia are revealed. The CP9 agents arrive to Franky's hidden war... Read all
248,Franky no Kako! Umi ressha ga Hashitta Hi,Franky's Past! The Day the Sea Train First Ran,"Nov 6, 2005",Water 7 Arc,8.1,760,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,CP9 agents discover an antique room in the warehouse. Memories awake while Franky tries to stop them before everything is destroyed: Tom's prosecution and the Umi Ressha's first trip.
249,Spandum no Inbou! Umi Ressha ga Yureta Hi,Spandam's Scheme! The Day the Sea Train Shook,"Nov 13, 2005",Water 7 Arc,8.1,777,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,Goverment CP5 agent Spandam frames Tom so he can freely investigate him and find Pluton's blueprints. The Fishman hands the plans to his apprentices and the beginning of Iceburg and Franky's... Read all
250,Densetsu no Otoko no Saigo! Umi Ressha ga Naita Hi,The End of the Legendary Man! The Day the Sea Train Cried!,"Nov 20, 2005",Water 7 Arc,8.9,2100,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,"Tom decides not to fight against the government and accepts to go to Eines Lobby in exchange of the exoneration of Iceburg and Franky. Franky can't bear the guilt and attacks Spandam, who is... Read all"
251,Uragiri no Shinsou! Robin no Kanashiki Ketsui!,The Truth Behind Her Betrayal! Robin’s Sorrowful Decision!,"Nov 20, 2005",Water 7 Arc,8.8,1700,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,"The CP9 agents take Frany and Usopp and prepare the last-minute departure of the Umi Ressha. Meanwhile, Chopper rescues Pauly and Iceburg, who tells Nami the truth about Robin. Sanji's plan ... Read all"
252,Nakama o Hikihanasu Kiteki! Hashiridasu Umi Ressha,The Steam Whistle Forces Friends Apart! The Sea Train Starts To Run,"Dec 4, 2005",Water 7 Arc,7.9,715,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,Chopper goes to search the city looking for Luffy and Zoro while Nami rushes to the train station. The Umi Ressha departs earlier than expected due to the Aqua Laguna and Sanji decides to sn... Read all
253,Sanji Totsunyuu! Arashi no Naka no Umiressha Battle!,Sanji Barges In! Sea Train Battle in the Storm!,"Dec 11, 2005",Water 7 Arc,7.7,703,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,Sanji is spotted by the agents in the last wagon and forced to fight. The Aqua Laguna is arriving and Pauly prevents Nami from drowning. She goes looking for Luffy and find him stuck between... Read all
254,Nami Tamashii no Sakebi! Mugiwara no Luffy Fukkatsu!,Nami's Soul Cries Out! Straw Hat Luffy Makes a Comeback!,"Jan 22, 2006",Water 7 Arc,8,769,Manga Canon,NA,Munehisa Sakai,Eiichirô Oda,"Nami and Chopper find Luffy and Zoro and struggle to rescue them. Zoro recovers his Sandai Kitetsu and breaks the chimney, while Luffy tears two buildings apart. The crew is gathered and Nam... Read all"
